productid	brand	RAM_GB	HDD_GB	GHz	price
501414	asus	8	1000	1.8	47900
501685	asus	8	500	2.3	51900
501811	HP	16	500	3	66900
501956	Samsung	8	2000	3.2	89900
501966	DELL	8	1000	3.2	90900
502154	unknown	8	2000	3.2	86900
502335	Toshiba	8	500	3.2	80900
502463	Acer	16	2000	3	79900
502574	Samsung	16	2000	2.3	67900
502591	Samsung	16	1000	3	79900
502964	Lenovo	16	1000	3.2	64900
503706	Acer	8	1000	3.2	81900
503716	asus	16	1000	2.5	69900
503806	DELL	16	2000	3	92900
504049	Microsoft	16	2000	3.2	92900
504257	asus	16	2000	3	79900
504472	HP	4	500	2.5	48900
504851	Apple	4	500	3.2	131900
505209	Lenovo	8	500	2.3	28900
505252	asus	4	500	3	53900
505329	DELL	16	1000	3.2	101900
505614	DELL	8	2000	1.8	68900
505718	Toshiba	8	500	2.5	56900
506078	MSI	8	1000	2.3	43900
506171	DELL	16	2000	3.2	102900
506230	Asus	16	2000	3	72900
506490	Toshiba	8	1000	2.5	59900
506502	hp	16	500	2.3	50900
506617	Microsoft	16	500	3.2	81900
506816	Asus	16	500	1.8	56900
506847	Asus	16	2000	2.3	67900
506880	MSI	4	500	2.5	51900
506917	Lenovo	4	2000	2.5	43900
506982	Asus	4	500	2.3	39900
507299	Acer	8	500	2.3	47900
507424	Microsoft	8	2000	2.3	56900
507460	Microsoft	16	2000	2.3	60900
507499	asus	8	1000	2.3	47900
507907	asus	16	1000	2.3	58900
508113	DELL	4	1000	3	75900
508159	Microsoft	8	2000	1.8	49900
508338	Apple	4	1000	2.5	115900
508468	Toshiba	4	1000	1.8	39900
508747	hp	4	500	1.8	33900
508972	Apple	16	2000	1.8	128900
509122	Microsoft	8	2000	2.5	65900
509158	Dell	8	500	2.5	77900
509366	Lenovo	4	500	2.5	34900
509440	Asus	4	1000	2.5	50900
509651	Asus	4	500	1.8	31900
509999	Samsung	8	2000	1.8	52900
510026	Apple	8	500	3	128900
510122	MSI	8	500	2.3	51900
510288	Samsung	8	2000	3	79900
510378	Samsung	4	1000	2.3	51900
510555	Lenovo	4	2000	1.8	28900
510726	Lenovo	8	2000	2.3	41900
510952	asus	8	1000	1.8	45900
511276	DELL	16	2000	3	81900
511304	DELL	8	1000	2.3	69900
511554	Lenovo	16	1000	2.5	58900
511570	Asus	16	1000	2.3	56900
511589	HP	8	500	2.3	45900
511636	Samsung	16	500	2.5	73900
511653	hp	8	500	2.3	42900
511693	Lenovo	4	500	3	46900
511922	DELL	4	500	1.8	48900
511926	Apple	8	500	2.3	111900
512450	Asus	16	500	3.2	83900
512621	Asus	4	2000	3.2	80900
512636	Toshiba	4	2000	1.8	42900
512860	Microsoft	16	2000	3.2	84900
512893	asus	16	2000	2.5	69900
512946	Lenovo	16	2000	2.5	46900
512996	MSI	16	1000	2.3	54900
513280	asus	4	1000	2.5	51900
513376	MSI	4	2000	1.8	50900
513419	Samsung	8	1000	3	65900
513524	Apple	4	1000	3	128900
513578	asus	4	2000	2.5	53900
513642	Dell	8	500	3.2	77900
513896	Acer	4	500	2.5	51900
514137	Apple	8	1000	2.3	115900
514402	Dell	8	1000	1.8	61900
514486	Samsung	8	2000	1.8	53900
514569	Samsung	8	1000	2.5	55900
514671	Toshiba	4	500	3	54900
514729	Toshiba	4	2000	2.3	55900
514743	Samsung	16	2000	2.5	70900
515129	Asus	16	500	2.3	53900
515269	asus	16	2000	2.3	62900
515420	Dell	8	2000	2.3	73900
515485	hp	8	1000	2.5	56900
515550	Apple	4	2000	1.8	107900
515581	MSI	4	1000	2.3	43900
515891	Microsoft	8	2000	1.8	41900
516004	Samsung	4	500	3	58900
516186	Samsung	4	500	2.5	48900
516325	DELL	8	500	2.5	69900
516389	Asus	4	1000	2.3	44900
516782	MSI	16	500	3.2	81900
516798	Samsung	4	500	3	57900
517260	Acer	4	2000	3.2	79900
517296	asus	8	500	2.3	45900
517444	Asus	4	2000	2.5	55900
517528	Asus	4	500	3	56900
517556	HP	4	2000	1.8	40900
517721	Microsoft	4	2000	2.3	51900
517829	hp	16	2000	1.8	57900
517890	Apple	4	1000	1.8	95900
517891	Samsung	8	500	3.2	73900
518090	MSI	8	2000	2.5	70900
518268	Samsung	4	1000	3	66900
518396	asus	16	2000	3	82900
518560	Microsoft	4	1000	2.3	44900
518711	MSI	8	1000	1.8	50900
519120	Acer	8	500	2.3	45900
519401	DELL	4	500	3	71900
519910	DELL	16	2000	2.5	88900
520054	HP	8	500	3.2	71900
520058	Toshiba	8	1000	1.8	49900
520058	Toshiba	8	1000	1.8	49900
520059	Samsung	4	1000	1.8	38900
520226	asus	16	1000	3	79900
520274	Acer	4	500	2.3	33900
520505	Lenovo	4	500	2.5	38900
520680	Lenovo	8	2000	1.8	29900
520844	Dell	16	1000	3.2	97900
520883	Samsung	8	2000	1.8	50900
520988	Lenovo	4	500	3.2	56900
521207	Lenovo	16	500	3	57900
521276	Microsoft	8	2000	2.3	61900
521302	Lenovo	4	2000	1.8	25900
521354	Toshiba	4	2000	3.2	71900
521412	Dell	16	2000	3	96900
521515	Dell	16	500	3.2	97900
521575	Microsoft	4	2000	1.8	45900
521859	DELL	4	1000	2.3	60900
521956	HP	4	2000	2.3	47900
522042	Lenovo	16	2000	2.3	44900
522268	HP	16	500	2.5	63900
522633	Asus	16	1000	1.8	45900
522653	Microsoft	4	2000	3.2	77900
522824	Acer	8	500	2.3	45900
522838	Microsoft	4	500	2.3	43900
522914	Asus	16	2000	2.3	67900
522932	Apple	8	500	3.2	137900
523023	Microsoft	16	500	3	69900
523056	hp	4	1000	2.5	45900
523280	asus	8	1000	1.8	36900
523471	DELL	16	2000	2.5	83900
523714	Apple	8	1000	3	135900
523726	Toshiba	16	1000	2.5	63900
524188	MSI	8	2000	2.3	56900
524201	Acer	8	500	2.3	49900
524257	Acer	16	500	1.8	48900
524318	MSI	4	500	3	61900
524395	unknown	16	500	3.2	80900
524582	Lenovo	4	1000	2.3	32900
524729	Acer	4	500	2.3	38900
524736	Toshiba	8	2000	3	71900
524817	Dell	8	500	3.2	94900
524831	Dell	16	500	2.3	62900
525237	Asus	4	1000	3.2	76900
525317	Microsoft	16	1000	1.8	48900
525389	Dell	16	500	2.3	70900
525449	asus	4	1000	1.8	31900
525488	HP	8	500	2.3	47900
525517	Lenovo	8	500	1.8	25900
525521	Apple	8	2000	2.3	118900
525629	Acer	4	500	2.3	37900
525635	Acer	8	1000	3	62900
525742	Apple	4	2000	3.2	129900
525974	asus	4	2000	3	65900
526073	Lenovo	16	1000	2.5	48900
526374	DELL	8	2000	1.8	54900
526393	DELL	8	2000	2.3	67900
526421	Toshiba	4	2000	3.2	76900
526774	Toshiba	8	1000	3.2	82900
527267	Samsung	16	1000	2.5	61900
527379	Acer	8	2000	3.2	81900
527390	HP	8	1000	3	73900
527486	Apple	4	1000	3	110900
527493	Lenovo	16	2000	3.2	72900
528186	MSI	8	500	2.5	60900
528244	Apple	8	500	3	125900
528703	Toshiba	8	1000	2.5	59900
528774	Lenovo	8	2000	3.2	64900
528868	Apple	4	500	1.8	91900
528977	Samsung	8	2000	3	76900
529116	MSI	4	1000	1.8	40900
529230	MSI	4	1000	2.5	53900
529343	HP	4	500	3	62900
529426	Lenovo	16	500	2.5	48900
529558	DELL	8	1000	1.8	45900
529780	Samsung	4	1000	2.3	42900
529963	Toshiba	4	500	2.5	46900
530216	hp	4	2000	2.3	55900
530218	HP	8	500	1.8	38900
530330	Dell	8	500	3.2	92900
530581	HP	8	2000	1.8	48900
530694	Asus	4	2000	2.3	47900
530758	Dell	4	2000	3	86900
531121	Microsoft	8	500	3	64900
531300	Samsung	4	1000	3	62900
531543	Samsung	16	1000	1.8	47900
532136	Asus	16	500	3	71900
532262	asus	8	1000	3	63900
532454	Samsung	4	1000	1.8	37900
532478	Dell	4	1000	3	75900
532769	asus	8	2000	3.2	88900
532787	HP	4	1000	2.3	41900
532836	MSI	4	2000	2.3	48900
533084	Asus	4	1000	1.8	41900
533575	HP	8	500	2.5	54900
533667	HP	4	500	1.8	36900
533826	HP	16	2000	2.3	61900
534186	Apple	8	1000	1.8	114900
534859	MSI	16	2000	3	80900
534976	hp	4	1000	2.3	46900
535483	Lenovo	8	500	2.3	31900
535579	Microsoft	8	2000	1.8	44900
535651	asus	8	2000	3.2	84900
535720	Asus	8	1000	2.3	50900
535779	Dell	8	500	2.5	71900
535804	Samsung	4	500	3.2	71900
535837	Microsoft	16	1000	3	71900
535891	Samsung	4	500	1.8	31900
535938	asus	4	2000	2.5	55900
535970	Samsung	8	500	2.5	54900
536082	MSI	4	500	1.8	35900
536141	Samsung	4	500	2.3	44900
536230	Lenovo	4	500	3	51900
536613	Microsoft	8	500	2.5	59900
536687	Toshiba	4	2000	3.2	76900
536818	Acer	4	1000	1.8	34900
536960	Microsoft	4	500	2.5	50900
537010	Asus	8	2000	2.3	50900
537439	DELL	8	2000	1.8	63900
537465	Asus	8	2000	3.2	81900
537525	MSI	8	500	3	57900
537667	DELL	4	500	3	76900
537814	HP	16	500	2.3	53900
537999	Toshiba	8	2000	3.2	83900
538040	Microsoft	8	500	3	66900
538742	HP	16	500	2.3	52900
538760	Dell	4	2000	2.3	69900
538795	DELL	8	2000	3	83900
539522	MSI	8	500	2.5	58900
539685	DELL	4	2000	1.8	57900
539858	hp	4	500	3	57900
539972	asus	4	1000	3	59900
540034	Dell	4	500	1.8	52900
540055	Microsoft	4	2000	1.8	41900
540060	hp	8	1000	3.2	80900
540437	hp	8	500	3	64900
540636	Microsoft	8	2000	2.5	64900
540977	Microsoft	4	1000	3.2	75900
541434	Asus	4	1000	2.3	50900
541449	Toshiba	16	2000	3	76900
541561	Microsoft	4	1000	2.3	42900
541663	MSI	16	500	1.8	48900
541682	MSI	4	1000	1.8	37900
541816	Lenovo	4	500	2.5	37900
541900	Asus	4	500	3.2	62900
542611	hp	16	2000	1.8	57900
542717	Toshiba	16	2000	2.5	70900
542717	Toshiba	16	2000	2.5	70900
542858	Lenovo	4	2000	3	50900
543118	MSI	8	2000	2.5	64900
543173	hp	8	2000	3	76900
543553	hp	4	2000	3.2	73900
543673	hp	16	1000	1.8	48900
543710	Microsoft	8	500	2.5	54900
543923	Acer	8	500	1.8	44900
544005	Apple	16	2000	3.2	144900
544056	Acer	16	2000	3.2	86900
544325	Toshiba	16	500	2.3	48900
544349	Samsung	4	2000	3.2	81900
544469	Acer	16	1000	2.3	58900
545098	Acer	8	500	2.3	42900
545406	asus	8	1000	2.3	43900
545409	DELL	4	500	3.2	84900
545636	HP	8	2000	3.2	80900
545687	HP	8	500	3	68900
545741	DELL	16	1000	2.5	72900
545853	Acer	4	500	2.5	50900
545988	asus	16	1000	3	76900
546038	Apple	8	500	3	130900
546086	Asus	8	2000	2.5	61900
546384	HP	4	500	3.2	67900
546602	Toshiba	16	500	1.8	51900
546685	Lenovo	4	500	1.8	25900
546744	HP	8	1000	3	76900
546760	MSI	4	1000	2.5	53900
546935	Samsung	4	500	1.8	33900
547231	Asus	4	1000	2.5	50900
547455	Asus	8	500	2.5	60900
547506	HP	8	500	3	68900
547580	Apple	8	1000	1.8	117900
547782	Samsung	8	2000	3.2	78900
547935	Microsoft	4	500	2.5	44900
548005	Toshiba	16	500	1.8	47900
548008	Toshiba	8	500	1.8	34900
548008	Toshiba	8	500	1.8	34900
548025	Apple	16	1000	3	145900
548285	MSI	4	1000	2.3	47900
548306	DELL	4	1000	3.2	93900
548333	unknown	8	1000	2.5	61900
548363	Dell	8	2000	3.2	97900
548403	Samsung	16	1000	1.8	53900
548493	hp	4	1000	2.3	47900
548531	Samsung	8	1000	2.3	49900
548638	Microsoft	8	500	2.3	56900
548834	Lenovo	8	2000	1.8	35900
548966	Asus	8	2000	3	70900
548984	DELL	4	1000	3.2	92900
549037	MSI	4	500	2.3	43900
549088	Samsung	4	500	1.8	34900
549111	Samsung	16	500	2.3	56900
549163	Toshiba	8	1000	2.3	50900
549338	Toshiba	4	2000	1.8	35900
549355	Acer	8	500	1.8	33900
550127	Dell	4	2000	3.2	88900
550292	Samsung	8	2000	1.8	47900
550395	Apple	16	2000	2.3	123900
550496	Apple	8	2000	3.2	153900
550946	Dell	16	1000	2.5	78900
551195	DELL	16	1000	3.2	91900
551363	Apple	8	1000	2.3	125900
551499	DELL	16	1000	1.8	66900
551952	hp	4	2000	2.3	46900
552046	Lenovo	4	1000	1.8	22900
552106	Microsoft	16	500	3	72900
552286	Samsung	16	1000	2.5	70900
552627	Lenovo	8	1000	2.3	39900
552710	MSI	16	1000	2.3	61900
552713	Acer	8	500	2.3	47900
552783	Acer	8	500	3.2	70900
552957	Apple	16	500	1.8	119900
552969	Lenovo	16	2000	3.2	69900
553088	MSI	4	1000	2.5	47900
553150	MSI	8	1000	2.5	59900
553230	Microsoft	8	500	3.2	79900
553303	Asus	8	500	3.2	71900
553562	asus	16	1000	1.8	47900
553724	HP	16	1000	2.5	63900
553938	Samsung	4	2000	3.2	74900
554107	Lenovo	4	1000	3.2	56900
554354	asus	16	2000	1.8	52900
554487	Asus	8	1000	2.5	58900
554537	Samsung	16	1000	2.3	61900
555020	Apple	16	1000	2.3	116900
555241	Dell	8	2000	2.3	69900
555279	Dell	4	2000	1.8	57900
555281	Acer	8	2000	2.5	64900
555325	DELL	8	500	3	74900
555369	Dell	4	1000	2.5	68900
555414	Lenovo	4	500	3	39900
555570	Toshiba	4	2000	2.3	49900
555635	Apple	8	2000	2.3	123900
555726	Lenovo	8	500	2.3	37900
555946	Toshiba	4	1000	2.5	55900
556044	Apple	4	2000	2.3	109900
556099	asus	4	500	3.2	64900
556210	Asus	16	2000	1.8	52900
556269	Samsung	4	1000	2.5	50900
556364	Acer	16	500	3	62900
556406	Dell	16	1000	1.8	63900
556622	Asus	8	1000	2.5	57900
556798	Asus	4	1000	3	59900
556957	Asus	8	2000	1.8	49900
557324	Acer	8	1000	2.5	55900
557333	Apple	4	1000	3	115900
558050	Dell	4	1000	3.2	92900
558124	asus	4	2000	2.5	55900
558260	DELL	4	1000	3	79900
558277	hp	4	500	1.8	35900
558473	Microsoft	8	2000	1.8	50900
558483	hp	4	1000	3.2	74900
558531	Toshiba	8	500	2.5	50900
558702	asus	16	500	3	75900
558782	Microsoft	4	2000	3.2	74900
558896	Dell	8	2000	3.2	100900
558983	Toshiba	8	1000	2.3	56900
559346	Microsoft	4	1000	2.3	41900
559346	Microsoft	4	1000	2.3	41900
559509	Samsung	16	500	2.5	57900
559517	asus	8	1000	2.5	62900
559719	HP	16	2000	2.3	63900
560106	DELL	8	1000	2.5	71900
560194	Acer	4	500	1.8	37900
560376	Apple	16	500	3	128900
560611	HP	16	500	1.8	40900
560723	Apple	8	500	1.8	103900
560872	Apple	16	1000	2.5	134900
560986	Microsoft	4	500	3	60900
561010	DELL	8	2000	3	92900
561028	Dell	4	2000	2.5	71900
561058	asus	16	500	3	73900
561171	asus	16	2000	1.8	53900
561198	hp	16	2000	1.8	63900
561301	asus	4	1000	1.8	31900
561321	Samsung	16	2000	3.2	86900
561563	asus	8	500	2.3	45900
561941	asus	8	500	2.3	46900
562032	HP	4	2000	3	75900
562106	Samsung	16	1000	1.8	51900
562106	Samsung	16	1000	1.8	51900
562247	MSI	4	1000	2.5	47900
562407	HP	8	500	1.8	42900
562523	Apple	8	2000	3	142900
562670	Acer	8	500	3	61900
562680	hp	8	500	3.2	73900
562705	Dell	4	1000	2.3	62900
562773	Asus	16	1000	2.5	58900
563044	Apple	16	1000	3	137900
563074	Apple	16	500	3	134900
563199	MSI	8	2000	2.5	59900
563207	Lenovo	16	2000	1.8	35900
563717	Samsung	4	1000	3.2	70900
563720	Acer	16	1000	2.3	51900
563913	Apple	4	2000	2.3	115900
564023	hp	8	1000	1.8	36900
564502	Acer	8	1000	3.2	72900
564891	Acer	4	500	1.8	36900
565266	Microsoft	4	500	2.5	48900
565321	Samsung	4	2000	2.5	61900
565559	Asus	16	2000	3.2	94900
565603	Acer	4	2000	3	67900
565803	Dell	4	500	2.5	66900
566170	MSI	16	2000	2.3	58900
566565	Acer	4	1000	2.3	49900
566809	asus	16	500	1.8	43900
566893	Acer	16	500	3	73900
566898	Apple	16	1000	2.5	125900
566922	MSI	8	1000	2.3	47900
566924	hp	16	500	3.2	72900
566967	asus	8	500	1.8	45900
567390	asus	16	2000	2.5	72900
567733	DELL	16	1000	3.2	97900
567787	asus	4	1000	3.2	69900
567861	Lenovo	16	1000	2.3	45900
567986	HP	4	2000	3	68900
568143	MSI	4	1000	2.5	55900
568283	Acer	16	1000	1.8	51900
568566	Lenovo	16	1000	1.8	37900
568584	Acer	4	2000	3	67900
568590	MSI	8	1000	1.8	45900
569089	Lenovo	8	500	3.2	58900
569445	Asus	16	1000	2.3	59900
569625	Toshiba	16	2000	3	85900
569869	Toshiba	16	2000	2.3	64900
569914	Apple	16	2000	2.3	130900
569980	DELL	8	1000	1.8	54900
570048	Acer	8	500	2.3	52900
570344	DELL	16	2000	1.8	71900
570365	Microsoft	4	500	3.2	67900
570416	Toshiba	16	1000	3.2	81900
570484	Apple	4	500	2.5	118900
570593	Acer	4	1000	3	64900
570830	asus	16	2000	1.8	53900
570851	Toshiba	16	500	3.2	79900
571111	hp	16	1000	1.8	47900
571390	Lenovo	16	500	3	56900
571915	hp	8	500	2.5	52900
571982	Microsoft	8	2000	2.3	59900
572213	Lenovo	16	1000	3.2	67900
572266	asus	8	500	1.8	42900
572322	Asus	8	2000	3.2	80900
572491	Microsoft	16	1000	2.5	64900
572579	Acer	4	1000	2.3	41900
572625	MSI	8	1000	2.3	50900
572696	HP	8	2000	3.2	83900
572733	Acer	4	2000	2.3	50900
572784	MSI	8	2000	2.3	49900
572963	Apple	16	1000	1.8	108900
572998	Samsung	4	2000	2.3	49900
573002	hp	4	1000	2.3	51900
573262	Lenovo	4	500	3	47900
573477	Dell	4	500	3	71900
573931	Samsung	16	2000	3	77900
573987	Acer	4	1000	3	67900
574038	Lenovo	8	1000	1.8	36900
574166	Toshiba	16	1000	1.8	49900
574572	Acer	8	2000	2.3	53900
574622	asus	16	1000	2.3	68900
574701	HP	16	1000	3.2	81900
574818	MSI	4	1000	2.3	41900
574940	asus	16	1000	3	77900
574958	Apple	4	2000	3	134900
575266	Microsoft	16	500	2.3	49900
575403	Dell	4	500	3	67900
575625	Microsoft	4	1000	2.3	40900
575790	Dell	16	500	3	92900
576055	asus	4	2000	2.3	48900
576114	Samsung	8	500	2.5	57900
576382	Microsoft	16	1000	1.8	45900
576476	Toshiba	16	500	3.2	82900
576623	Toshiba	16	1000	2.5	63900
576738	asus	4	500	1.8	30900
576938	Lenovo	8	1000	1.8	29900
577098	MSI	4	2000	3.2	83900
577196	Apple	4	500	3	126900
577222	Asus	16	500	2.5	62900
577545	DELL	4	1000	3.2	89900
577629	Microsoft	4	2000	3.2	79900
577804	MSI	4	2000	2.5	58900
577987	Lenovo	16	500	2.5	43900
577995	Acer	4	2000	1.8	36900
578010	Asus	16	500	3.2	80900
578118	HP	16	500	2.5	59900
578212	Acer	16	500	2.3	49900
578430	Samsung	16	1000	1.8	48900
578871	DELL	16	500	2.3	68900
578949	Apple	4	1000	2.3	111900
579031	Dell	8	2000	3.2	101900
579049	Toshiba	8	2000	3	75900
579091	Dell	8	2000	3	89900
579120	Microsoft	4	500	3.2	66900
579363	DELL	8	2000	3	94900
579617	Microsoft	4	500	3.2	75900
579860	Asus	4	1000	2.3	43900
579934	HP	16	1000	1.8	49900
580118	Acer	4	2000	3	65900
580317	Samsung	8	2000	1.8	50900
580744	DELL	8	500	2.5	67900
580747	Asus	16	1000	2.3	44900
580927	Samsung	4	500	3	57900
580992	HP	8	1000	1.8	37900
581199	Acer	16	500	2.3	45900
581369	Samsung	4	1000	3	63900
581444	Apple	4	1000	1.8	97900
581447	DELL	16	500	2.3	70900
581560	Apple	8	2000	2.5	131900
581649	Samsung	16	2000	2.5	68900
581775	hp	8	1000	2.3	52900
582064	Dell	16	500	3.2	94900
582255	Toshiba	16	2000	3.2	87900
582297	Microsoft	8	1000	1.8	45900
582370	Samsung	4	500	2.5	52900
582533	Acer	16	500	3.2	74900
582632	Acer	4	500	3.2	71900
582644	Apple	16	500	3	135900
582743	HP	8	2000	2.5	64900
582852	hp	8	1000	2.5	58900
583063	Lenovo	8	500	1.8	26900
583368	Apple	8	1000	3	132900
583699	Toshiba	16	1000	3	71900
583874	HP	4	500	2.3	38900
583878	Acer	16	2000	3	76900
584183	DELL	4	500	3	69900
584290	Acer	16	500	3.2	84900
584739	DELL	16	2000	2.5	86900
584904	DELL	16	1000	2.3	74900
584978	Toshiba	16	2000	2.3	66900
585586	asus	8	500	2.5	56900
585757	Acer	4	2000	2.5	52900
585975	Acer	4	1000	2.5	50900
586044	Dell	4	2000	2.5	73900
586584	DELL	8	2000	3	89900
586687	Samsung	16	2000	2.5	70900
586934	HP	16	1000	3.2	89900
587057	MSI	8	1000	2.5	65900
587153	MSI	8	2000	2.5	64900
587340	MSI	4	2000	2.3	51900
587346	hp	16	2000	3	81900
587517	Lenovo	4	500	3	43900
587816	Lenovo	8	1000	2.5	41900
588941	hp	8	500	2.5	52900
589048	asus	4	500	3.2	63900
589263	Asus	4	2000	3	67900
589563	hp	16	500	2.3	52900
589584	HP	8	1000	1.8	43900
589715	Toshiba	16	500	3.2	84900
589886	asus	4	2000	3.2	76900
589887	HP	8	1000	2.3	50900
590147	MSI	8	500	1.8	46900
590292	asus	8	2000	3	80900
590704	Dell	16	1000	3.2	98900
590763	Microsoft	16	2000	2.5	69900
591045	Dell	4	500	2.5	66900
591246	Asus	4	2000	2.3	48900
591706	MSI	4	500	2.3	40900
591798	HP	16	500	2.3	57900
591859	DELL	8	1000	3	78900
591915	Samsung	4	500	1.8	42900
592013	DELL	4	500	3.2	97900
592255	Apple	16	1000	2.5	125900
592275	hp	16	1000	1.8	47900
592283	asus	4	2000	2.3	52900
592417	Samsung	16	500	3	83900
592419	Toshiba	4	500	2.3	41900
592563	Apple	8	2000	3.2	146900
592655	Toshiba	4	1000	1.8	38900
592804	Microsoft	16	1000	1.8	54900
592934	Dell	4	1000	2.5	63900
592995	HP	16	500	1.8	49900
593188	Lenovo	4	500	3.2	55900
593381	Asus	4	500	1.8	30900
593470	Microsoft	8	2000	2.3	55900
593478	Apple	16	2000	2.3	129900
593595	Apple	16	1000	3	145900
593815	Acer	16	500	1.8	45900
594030	Lenovo	8	500	1.8	22900
594119	Samsung	4	1000	2.3	46900
594184	hp	4	500	3	54900
594394	DELL	16	500	2.5	79900
594479	HP	4	2000	1.8	34900
594755	DELL	4	1000	3	72900
594871	Microsoft	16	2000	3.2	89900
594917	Dell	8	1000	2.5	75900
595101	DELL	4	2000	2.3	65900
595188	DELL	16	500	1.8	60900
595225	Acer	16	2000	3	81900
595250	asus	4	500	2.5	50900
595453	Asus	8	2000	2.3	53900
595529	HP	8	2000	1.8	41900
595655	Acer	8	1000	3	69900
595661	Samsung	8	1000	1.8	39900
595850	Apple	8	2000	2.3	121900
595868	hp	4	1000	1.8	36900
596037	Dell	4	500	3.2	88900
596070	Dell	16	500	2.5	76900
596451	Acer	4	1000	2.5	48900
596568	Microsoft	8	1000	3.2	78900
596706	Microsoft	4	2000	3	69900
596709	Asus	4	2000	2.5	61900
596854	Asus	8	2000	2.5	66900
596883	Dell	8	1000	1.8	61900
596953	Toshiba	16	2000	2.5	68900
597085	Dell	4	1000	3	78900
597133	Samsung	4	1000	2.3	44900
597417	Asus	16	500	3	71900
597417	Asus	16	500	3	71900
597565	HP	8	500	2.5	55900
597841	hp	4	1000	1.8	38900
597870	hp	4	2000	2.5	55900
598592	Asus	4	1000	1.8	29900
598909	Acer	16	500	2.3	57900
598921	asus	16	1000	3	79900
599040	Toshiba	8	1000	2.5	57900
599205	Apple	8	500	3.2	144900
599211	Asus	4	2000	3	69900
599238	Dell	4	2000	2.5	73900
599429	Dell	8	500	3.2	87900
599493	asus	4	500	2.5	46900
599494	Asus	8	1000	2.5	51900
599499	asus	16	2000	3.2	85900
600042	Acer	8	500	2.5	57900
600263	Acer	16	2000	2.5	68900
600349	Apple	4	500	3	129900
601008	Lenovo	16	1000	1.8	34900
601289	Microsoft	8	2000	3	70900
601395	HP	8	2000	2.5	66900
601415	asus	16	500	2.3	57900
601658	DELL	16	500	2.5	77900
601812	HP	16	1000	3.2	79900
601893	HP	16	500	2.5	68900
601960	asus	16	500	3	73900
602445	Apple	16	2000	2.5	136900
602659	MSI	16	1000	3.2	82900
602967	Acer	16	500	1.8	38900
603078	hp	4	1000	2.5	45900
603271	MSI	8	500	3.2	76900
603279	Asus	8	500	3.2	77900
603541	Asus	16	500	2.5	66900
603552	HP	8	2000	3.2	88900
603579	DELL	4	1000	2.5	68900
603770	DELL	4	1000	3.2	88900
604094	hp	4	500	2.5	42900
604662	Samsung	4	1000	3	58900
604698	Acer	16	500	1.8	48900
604929	Asus	16	1000	2.5	62900
605240	Samsung	16	2000	2.5	71900
605336	Asus	4	1000	2.5	47900
605399	Samsung	4	2000	2.3	42900
605694	Samsung	16	1000	2.3	56900
605926	Acer	16	2000	1.8	53900
605946	Samsung	16	500	2.5	66900
606078	Microsoft	4	2000	1.8	37900
606353	MSI	16	500	2.3	46900
606367	Samsung	4	1000	1.8	35900
606418	DELL	16	1000	2.5	79900
606578	Lenovo	8	1000	3.2	59900
606583	hp	8	500	1.8	41900
606649	asus	4	2000	2.5	57900
606685	Microsoft	8	2000	1.8	48900
606865	Microsoft	8	2000	2.5	65900
606885	Lenovo	16	2000	3.2	78900
607423	Asus	16	500	3	72900
607498	Dell	8	1000	2.5	70900
607775	Lenovo	4	500	2.5	33900
608210	Lenovo	4	2000	3.2	60900
608316	Dell	16	500	3	83900
608610	Microsoft	8	500	3.2	74900
608633	Acer	4	2000	2.5	55900
608683	Acer	16	2000	2.5	66900
609023	Asus	4	500	2.3	32900
609241	asus	16	2000	1.8	54900
609360	Lenovo	4	1000	1.8	26900
609480	Samsung	16	500	2.3	53900
609576	hp	4	500	2.3	45900
609595	Asus	8	2000	1.8	47900
609976	hp	4	2000	2.5	53900
609993	MSI	16	2000	3.2	87900
610026	Samsung	8	1000	2.3	52900
610263	Toshiba	16	500	3.2	79900
610584	Apple	4	500	2.5	107900
610600	asus	4	1000	2.3	44900
610979	Apple	4	1000	2.3	110900
611143	Asus	4	2000	3.2	84900
611171	MSI	8	1000	3.2	85900
611171	MSI	8	1000	3.2	85900
611220	Toshiba	4	500	3	56900
611931	Samsung	4	500	3.2	69900
612200	Microsoft	8	500	1.8	40900
612257	Toshiba	4	500	2.3	38900
612275	hp	8	1000	1.8	47900
612279	HP	4	500	1.8	31900
612416	unknown	16	2000	3.2	87900
612424	Toshiba	4	500	1.8	34900
613056	HP	16	1000	1.8	53900
613292	Samsung	8	2000	1.8	47900
613334	Dell	8	500	2.3	65900
613425	MSI	8	2000	3.2	81900
613444	Microsoft	8	1000	2.5	64900
613485	Asus	16	1000	1.8	49900
613551	hp	16	500	1.8	45900
613831	HP	8	2000	2.3	48900
613970	Acer	8	500	3	68900
614455	DELL	8	500	3.2	97900
614484	Microsoft	4	500	1.8	31900
615205	Apple	8	1000	2.5	126900
615236	Microsoft	4	500	3	56900
615283	asus	4	2000	1.8	46900
615560	HP	8	1000	2.5	58900
615576	MSI	4	500	1.8	42900
615862	hp	4	2000	1.8	44900
616104	Toshiba	8	1000	3.2	85900
616153	Lenovo	4	2000	2.5	39900
616451	Acer	16	500	1.8	49900
616743	DELL	4	1000	3	78900
616807	hp	16	500	3	71900
617022	asus	16	1000	2.5	62900
617162	Microsoft	8	1000	2.5	63900
617180	Samsung	16	2000	3.2	86900
617552	MSI	8	2000	1.8	41900
617599	Samsung	8	500	3	66900
617612	hp	16	500	3	73900
